99	9.0
100	10.0
101	10.0
102	9.0
103	10.0
104	9.0
105	10.0
106	9.0
107	9.0
108	10.0
109	10.0
110	9.0
111	10.0
112	10.0
113	8.0
114	9.0
115	8.0
116	9.0
117	10.0
118	8.0
119	9.0
120	10.0
121	9.0
122	10.0
123	10.0
124	9.0
125	9.0
126	10.0
127	8.0
128	8.0
129	10.0
130	9.0
131	9.0
132	9.0
133	8.0
134	9.0
135	9.0
136	8.0
137	10.0
138	10.0
139	10.0
140	10.0
141	9.0
142	9.0
143	10.0
144	10.0
145	9.0
146	9.0
147	9.0
148	9.0
149	10.0
150	10.0
151	10.0
152	9.0
153	9.0
154	9.0
155	10.0
156	10.0
157	10.0
158	9.0
159	9.0
160	10.0
161	10.0
162	9.0
163	8.0
164	9.0
165	10.0
166	10.0
167	10.0
168	8.0
169	9.0
170	9.0
171	11.0
172	9.0
173	9.0
174	10.0
175	10.0
176	10.0
177	10.0
178	9.0
179	9.0
180	9.0
181	9.0
182	9.0
183	9.0
184	10.0
185	9.0
186	8.0
187	10.0
188	9.0
189	10.0
190	10.0
191	10.0
192	9.0
193	9.0
194	8.0
195	10.0
196	9.0
197	10.0
0	8.0
1	10.0
2	10.0
3	9.0
4	8.0
5	9.0
6	10.0
7	10.0
8	10.0
9	10.0
10	10.0
11	8.0
12	10.0
13	10.0
14	9.0
15	9.0
16	10.0
17	10.0
18	8.0
19	10.0
20	8.0
21	10.0
22	9.0
23	8.0
24	9.0
25	9.0
26	10.0
27	10.0
28	10.0
29	9.0
30	10.0
31	9.0
32	10.0
33	9.0
34	10.0
35	10.0
36	9.0
37	10.0
38	9.0
39	9.0
40	8.0
41	10.0
42	9.0
43	9.0
44	9.0
45	9.0
46	9.0
47	10.0
48	10.0
49	9.0
50	10.0
51	9.0
52	9.0
53	9.0
54	9.0
55	10.0
56	9.0
57	9.0
58	10.0
59	11.0
60	8.0
61	10.0
62	9.0
63	10.0
64	9.0
65	8.0
66	9.0
67	9.0
68	10.0
69	10.0
70	9.0
71	10.0
72	10.0
73	10.0
74	8.0
75	9.0
76	8.0
77	8.0
78	9.0
79	9.0
80	9.0
81	9.0
82	10.0
83	8.0
84	9.0
85	8.0
86	10.0
87	10.0
88	10.0
89	10.0
90	9.0
91	10.0
92	9.0
93	10.0
94	10.0
95	11.0
96	10.0
97	10.0
98	10.0
99	8.0
100	10.0
101	9.0
102	11.0
103	10.0
104	10.0
105	9.0
106	9.0
107	10.0
108	9.0
109	10.0
110	10.0
111	9.0
112	9.0
113	10.0
114	9.0
115	8.0
116	9.0
117	9.0
118	10.0
119	9.0
120	10.0
121	9.0
122	8.0
123	10.0
124	9.0
125	9.0
126	10.0
127	9.0
128	11.0
129	11.0
130	9.0
131	9.0
132	10.0
133	10.0
134	10.0
135	10.0
136	10.0
137	9.0
138	10.0
139	9.0
140	9.0
141	10.0
142	10.0
143	9.0
